STATUS_current,Tracker File Name_current,question #,issues,ID,QUESTIONS_current,image,
APPROVED,Data Set #6 report - Frank Stimson.xlsx,12,all good,Data Set #6 report - Frank Stimson.xlsx-Q12,What were sales $ for Oct,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,13,all good,Data Set #6 report - Frank Stimson.xlsx-Q13,What were sales $ for Back to School,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,14,all good,Data Set #6 report - Frank Stimson.xlsx-Q14,What were sales $ for Easter,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,15,all good,Data Set #6 report - Frank Stimson.xlsx-Q15,What were sales $ for Christmas,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,2,all good,Data Set #6 report - Frank Stimson.xlsx-Q2,What were sales $ in 3rd qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,3,all good,Data Set #6 report - Frank Stimson.xlsx-Q3,What were sales $ in 2nd qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,4,all good,Data Set #6 report - Frank Stimson.xlsx-Q4,What were sales $ in 1st qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,5,all good,Data Set #6 report - Frank Stimson.xlsx-Q5,what are yd sales $,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,6,all good,Data Set #6 report - Frank Stimson.xlsx-Q6,What was the % change 1st qtr. to 2nd Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,7,all good,Data Set #6 report - Frank Stimson.xlsx-Q7,What was the % change 2nd qtr. to 3rd Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,8,all good,Data Set #6 report - Frank Stimson.xlsx-Q8,What was the % change 3rd qtr. to 4th Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #6 report - Frank Stimson.xlsx,9,all good,Data Set #6 report - Frank Stimson.xlsx-Q9,What % to total was each qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #6 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,1,all good,Data Set #7 report - Frank Stimson.xlsx-Q1,What were sales Units in 4th qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,10,all good,Data Set #7 report - Frank Stimson.xlsx-Q10,What was the best qtr. Units,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,11,all good,Data Set #7 report - Frank Stimson.xlsx-Q11,What were sales Units for Nov,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,12,all good,Data Set #7 report - Frank Stimson.xlsx-Q12,What were sales Units for Oct,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,13,all good,Data Set #7 report - Frank Stimson.xlsx-Q13,What were sales Units for Back to School,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,14,all good,Data Set #7 report - Frank Stimson.xlsx-Q14,What were sales Units for Easter,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,15,all good,Data Set #7 report - Frank Stimson.xlsx-Q15,What were sales Units for Christmas,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,2,all good,Data Set #7 report - Frank Stimson.xlsx-Q2,What were sales Units in 3rd qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,3,all good,Data Set #7 report - Frank Stimson.xlsx-Q3,What were sales Units in 2nd qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,4,all good,Data Set #7 report - Frank Stimson.xlsx-Q4,What were sales Units in 1st qtr. ,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,5,all good,Data Set #7 report - Frank Stimson.xlsx-Q5,what are yd sales Units,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,6,all good,Data Set #7 report - Frank Stimson.xlsx-Q6,What was the Units change 1st qtr. to 2nd Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,7,all good,Data Set #7 report - Frank Stimson.xlsx-Q7,What was the Units change 2nd qtr. to 3rd Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,8,all good,Data Set #7 report - Frank Stimson.xlsx-Q8,What was the Units change 3rd qtr. to 4th Qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #7 report - Frank Stimson.xlsx,9,all good,Data Set #7 report - Frank Stimson.xlsx-Q9,What % to total was each qtr. by units,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #7 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,1,all good,Data Set #8 report - Frank Stimson.xlsx-Q1,What was hair accessories $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,10,all good,Data Set #8 report - Frank Stimson.xlsx-Q10,What was belts Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,11,all good,Data Set #8 report - Frank Stimson.xlsx-Q11,What was scarves Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,12,all good,Data Set #8 report - Frank Stimson.xlsx-Q12,What was hats Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,13,all good,Data Set #8 report - Frank Stimson.xlsx-Q13,What was cold weather Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,14,all good,Data Set #8 report - Frank Stimson.xlsx-Q14,What was jewelry Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,15,all good,Data Set #8 report - Frank Stimson.xlsx-Q15,What was hair eyewear Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,2,all good,Data Set #8 report - Frank Stimson.xlsx-Q2,What was belts $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,3,all good,Data Set #8 report - Frank Stimson.xlsx-Q3,What was scarves $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,4,all good,Data Set #8 report - Frank Stimson.xlsx-Q4,What was hats $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,5,all good,Data Set #8 report - Frank Stimson.xlsx-Q5,What was cold weather $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,6,all good,Data Set #8 report - Frank Stimson.xlsx-Q6,What was jewelry $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,7,all good,Data Set #8 report - Frank Stimson.xlsx-Q7,What was misc. $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,8,all good,Data Set #8 report - Frank Stimson.xlsx-Q8,What was hair eyewear $ sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #8 report - Frank Stimson.xlsx,9,all good,Data Set #8 report - Frank Stimson.xlsx-Q9,What was hair accessories Units sales for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #8 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,1,all good,Data Set #9 report - Frank Stimson.csv-Q1,what was ladies total bag GP $ for the year,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,10,all good,Data Set #9 report - Frank Stimson.csv-Q10,What was ladies luggage GP $ for the 3rd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,11,all good,Data Set #9 report - Frank Stimson.csv-Q11,What was ladies small leather goods GP $ for the 4th qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,12,all good,Data Set #9 report - Frank Stimson.csv-Q12,What was ladies handbags GP $ for the 4th qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,13,all good,Data Set #9 report - Frank Stimson.csv-Q13,What was ladies luggage GP $ for the 4th qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,14,all good,Data Set #9 report - Frank Stimson.csv-Q14,What was bags GP$ for Christmas,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,15,all good,Data Set #9 report - Frank Stimson.csv-Q15,What was bags GP$ for back to school,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,2,all good,Data Set #9 report - Frank Stimson.csv-Q2,What was ladies small leather goods GP $ for the 2nd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,3,all good,Data Set #9 report - Frank Stimson.csv-Q3,What was ladies handbags GP $ for the 2nd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,4,all good,Data Set #9 report - Frank Stimson.csv-Q4,What was ladies luggage GP $ for the 2nd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,5,all good,Data Set #9 report - Frank Stimson.csv-Q5,What was ladies small leather goods GP $ for the 1st qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,6,all good,Data Set #9 report - Frank Stimson.csv-Q6,What was ladies handbags GP $ for the 1st qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,7,all good,Data Set #9 report - Frank Stimson.csv-Q7,What was ladies luggage GP $ for the 1st qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,8,all good,Data Set #9 report - Frank Stimson.csv-Q8,What was ladies small leather goods GP $ for the 3rd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,Data Set #9 report - Frank Stimson.csv,9,all good,Data Set #9 report - Frank Stimson.csv-Q9,What was ladies handbags GP $ for the 3rd qtr.,https://github.com/fstimson/html-file-for-report/blob/master/Data Set #9 report .html,#N/A
APPROVED,DS-17-1 - Frank Stimson.csv,1,all good,DS-17-1 - Frank Stimson.csv-Q1,How many personal days did the employee take in the first week  of 2017,https://github.com/fstimson/html-file-for-report/blob/master/DS-17-1 .html,#N/A
APPROVED,DS-17-1 - Frank Stimson.csv,10,all good,DS-17-1 - Frank Stimson.csv-Q10,How much did the employee pay in New York City taxes in the  first week  of 2017,https://github.com/fstimson/html-file-for-report/blob/master/DS-17-1 .html,#N/A
APPROVED,DS-17-1 - Frank Stimson.csv,11,all good,DS-17-1 - Frank Stimson.csv-Q11,How much did the employee pay in New York State taxes in the  first week  of  2017 ?,https://github.com/fstimson/html-file-for-report/blob/master/DS-17-1 .html,#N/A
