tracker_file_name_current,final_status,period,status_current,notes
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-51 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-51 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-52 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The information in the file is too similar to other datasets submitted.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-52 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-52 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-54 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/18/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #5-54 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
Data Set #5-55 report - Frank Stimson.csv,REJECTED,2/18/2024,DS submitted,
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/15/2024,Rejected,The questions written have been previously submitted.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/18/2024,Rejected,The questions written have been previously submitted.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/20/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/21/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/22/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/28/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/29/2024,Removed,5 days off report
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/30/2024,Removed,5 days off report
Data Set #5-55 report - Frank Stimson.csv,REJECTED,3/31/2024,Removed,5 days off report
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/1/2024,Removed,5 days off report
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/2/2024,Removed,5 days off report
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/25/2024,Rejected,The questions do not meet the project criteria.
Data Set #5-55 report - Frank Stimson.csv,REJECTED,4/30/2024,Appeal,
Data Set #5-55 report - Frank Stimson.csv,REJECTED,7/2/2024,Appeal Rejected,The questions were not insightful and creative prompts that you would ask a data analyst about the data
Data Set #5-56 report - Frank Stimson.csv,APPROVED,2/17/2024,DS submitted,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/15/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/20/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/21/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/22/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/28/2024,Removed,removed off the report 3/28
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
Data Set #5-56 report - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/1/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/2/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/4/2024,Review,
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/25/2024,Paid,Paid
Data Set #5-56 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,1/3/2024,DS submitted,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,1/23/2024,Paid,Paid
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Rejected,The dataset does not meet the project criteria.
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Rejected,The dataset does not meet the project criteria.
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Rejected,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Rejected,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Approved,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Rejected,
Data Set #6 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Approved,
Data Set #7 report - Frank Stimson.xlsx,APPROVED,1/4/2024,DS submitted,
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Rejected,The dataset does not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Rejected,The dataset does not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #7 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Approved,
Data Set #7 report - Frank Stimson.xlsx,APPROVED,4/29/2024,Paid,Paid
Data Set #8 report - Frank Stimson.xlsx,APPROVED,1/4/2024,DS submitted,
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/15/2024,Rejected,The dataset does not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/18/2024,Rejected,The dataset does not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,3/29/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #8 report - Frank Stimson.xlsx,APPROVED,4/25/2024,Approved,
Data Set #8 report - Frank Stimson.xlsx,APPROVED,4/29/2024,Paid,Paid
Data Set #9 report - Frank Stimson.csv,APPROVED,1/4/2024,DS submitted,
Data Set #9 report - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The dataset does not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/18/2024,Rejected,The dataset does not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,3/29/2024,Rejected,The dataset and questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
Data Set #9 report - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
Data Set #9 report - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
DS-17-1 - Frank Stimson.csv,APPROVED,2/22/2024,DS submitted,
DS-17-1 - Frank Stimson.csv,APPROVED,3/15/2024,Rejected,The questions written have been previously submitted.
DS-17-1 - Frank Stimson.csv,APPROVED,3/18/2024,Review,
DS-17-1 - Frank Stimson.csv,APPROVED,3/20/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,3/21/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,3/22/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,3/28/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,3/29/2024,Removed,5 days off report
DS-17-1 - Frank Stimson.csv,APPROVED,3/30/2024,Removed,5 days off report
DS-17-1 - Frank Stimson.csv,APPROVED,3/31/2024,Removed,5 days off report
DS-17-1 - Frank Stimson.csv,APPROVED,4/1/2024,Removed,5 days off report
DS-17-1 - Frank Stimson.csv,APPROVED,4/1/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,4/2/2024,Removed,5 days off report
DS-17-1 - Frank Stimson.csv,APPROVED,4/2/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,4/4/2024,Rejected,The questions do not meet the project criteria.
DS-17-1 - Frank Stimson.csv,APPROVED,4/25/2024,Approved,
DS-17-1 - Frank Stimson.csv,APPROVED,4/29/2024,Paid,Paid
