status_current,tracker_file_name_current,question_number,issues,id,question_current
APPROVED,Data Set #4-07 report - Frank Stimson.csv,14,all good,Data Set #4-07 report - Frank Stimson.csv-Q14,"Of the employees that don't have dental insurance in 2020, what is the percentage of gender id 2?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,15,all good,Data Set #4-07 report - Frank Stimson.csv-Q15,"Of the employees that don't have dental insurance in 2020, what is the percentage of race identifier 3?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,2,all good,Data Set #4-07 report - Frank Stimson.csv-Q2,How many employees don't have dental insurance for 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,3,all good,Data Set #4-07 report - Frank Stimson.csv-Q3,What does the head of household pay for dental insurance in 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,4,all good,Data Set #4-07 report - Frank Stimson.csv-Q4,What does a single person pay for dental insurance in 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,5,all good,Data Set #4-07 report - Frank Stimson.csv-Q5,"Of the employees that don't have dental insurance in 2020, what is the percentage of race identifier 2?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,6,all good,Data Set #4-07 report - Frank Stimson.csv-Q6,"Of the employees that don't have dental insurance in 2020, what is the percentage of race identifier 1?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,7,all good,Data Set #4-07 report - Frank Stimson.csv-Q7,"Of the employees that don't have dental insurance in 2020, what is the percentage of race identifier 5?"
APPROVED,Data Set #4-07 report - Frank Stimson.csv,8,all good,Data Set #4-07 report - Frank Stimson.csv-Q8,What does the married filing separately category pay for dental insurance in 2020?
APPROVED,Data Set #4-07 report - Frank Stimson.csv,9,all good,Data Set #4-07 report - Frank Stimson.csv-Q9,What does the married filing jointly category pay for dental insurance in 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,1,all good,Data Set #4-08 report - Frank Stimson.csv-Q1,How many employees does the company pay for vision insurance for in 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,10,all good,Data Set #4-08 report - Frank Stimson.csv-Q10,What is the percentage of employees that don't have vision insurance as a total number of employees for 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,11,all good,Data Set #4-08 report - Frank Stimson.csv-Q11,"Of the employees that don't have vision insurance in 2020, is their income above $80,000?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,12,all good,Data Set #4-08 report - Frank Stimson.csv-Q12,"Of the employees that don't have vision insurance in 2020, is their income above $120,000?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,13,all good,Data Set #4-08 report - Frank Stimson.csv-Q13,"Of the employees that don't have vision insurance in 2020, what is the percentage of gender id 1?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,14,all good,Data Set #4-08 report - Frank Stimson.csv-Q14,"Of the employees that don't have vision insurance in 2020, what is the percentage of gender id 2?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,15,all good,Data Set #4-08 report - Frank Stimson.csv-Q15,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 3?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,2,all good,Data Set #4-08 report - Frank Stimson.csv-Q2,How many employees don't have vision insurance for 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,3,all good,Data Set #4-08 report - Frank Stimson.csv-Q3,What does the head of household pay for vision insurance in 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,4,all good,Data Set #4-08 report - Frank Stimson.csv-Q4,What does a single person pay for vision insurance in 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,5,all good,Data Set #4-08 report - Frank Stimson.csv-Q5,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 2?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,6,all good,Data Set #4-08 report - Frank Stimson.csv-Q6,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 1?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,7,all good,Data Set #4-08 report - Frank Stimson.csv-Q7,"Of the employees that don't have vision insurance in 2020, what is the percentage of race identifier 5?"
APPROVED,Data Set #4-08 report - Frank Stimson.csv,8,all good,Data Set #4-08 report - Frank Stimson.csv-Q8,What does the married filing separately category pay for vision insurance in 2020?
APPROVED,Data Set #4-08 report - Frank Stimson.csv,9,all good,Data Set #4-08 report - Frank Stimson.csv-Q9,What does the married filing jointly category pay for vision insurance in 2020?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,1,all good,Data Set #4-09 report - Frank Stimson.csv-Q1,How many employees are enrolled in the HSA program in 2020?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,10,all good,Data Set #4-09 report - Frank Stimson.csv-Q10,How many employees will not reach the max dollars they can contribute to the HSA in 2020?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,11,all good,Data Set #4-09 report - Frank Stimson.csv-Q11,"Of the employees that don't have an HSA in 2020, what is the percentage of gender id 1?"
APPROVED,Data Set #4-09 report - Frank Stimson.csv,12,all good,Data Set #4-09 report - Frank Stimson.csv-Q12,"Of the employees that don't have an HSA in 2020, what is the percentage of gender id 2?"
APPROVED,Data Set #4-09 report - Frank Stimson.csv,13,all good,Data Set #4-09 report - Frank Stimson.csv-Q13,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 1?"
APPROVED,Data Set #4-09 report - Frank Stimson.csv,14,all good,Data Set #4-09 report - Frank Stimson.csv-Q14,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 2?"
APPROVED,Data Set #4-09 report - Frank Stimson.csv,15,all good,Data Set #4-09 report - Frank Stimson.csv-Q15,"Of the employees that don't have an HSA in 2020, what is the percentage of race identifier 3?"
APPROVED,Data Set #4-09 report - Frank Stimson.csv,2,all good,Data Set #4-09 report - Frank Stimson.csv-Q2,What is the average dollar amount contributed in 2020 to the HSA?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,3,all good,Data Set #4-09 report - Frank Stimson.csv-Q3,Does the employer contribute to the HSA account in 2020 without the employee being enrolled?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,4,all good,Data Set #4-09 report - Frank Stimson.csv-Q4,How many employees have reached the max dollars for 2020 in the HSA account?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,5,all good,Data Set #4-09 report - Frank Stimson.csv-Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2020 for the HSA?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,6,all good,Data Set #4-09 report - Frank Stimson.csv-Q6,How many employees will reach the max dollars in the next 7-12 weeks in 2020 for the HSA?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,7,all good,Data Set #4-09 report - Frank Stimson.csv-Q7,What does the employer contribute to the HSA for 2020 if an employee has worked for over 15 years?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,8,all good,Data Set #4-09 report - Frank Stimson.csv-Q8,What does the employer contribute to the HSA for 2020 if an employee has worked for between 12 -15 years?
APPROVED,Data Set #4-09 report - Frank Stimson.csv,9,all good,Data Set #4-09 report - Frank Stimson.csv-Q9,What does the employer contribute to the HSA for 2020 if an employee has worked for between 10 -11 years?
APPROVED,Data Set #41 report - Frank Stimson.csv,1,all good,Data Set #41 report - Frank Stimson.csv-Q1,What is the open balance for 2016?
APPROVED,Data Set #41 report - Frank Stimson.csv,10,all good,Data Set #41 report - Frank Stimson.csv-Q10,When was Wal-Mart's open balance due?
APPROVED,Data Set #41 report - Frank Stimson.csv,11,all good,Data Set #41 report - Frank Stimson.csv-Q11,Which accounts are not paying their invoices?
APPROVED,Data Set #41 report - Frank Stimson.csv,12,all good,Data Set #41 report - Frank Stimson.csv-Q12,What is the percentage of open balance to the total invoice for the period?
APPROVED,Data Set #41 report - Frank Stimson.csv,13,all good,Data Set #41 report - Frank Stimson.csv-Q13,How many customers pay the invoice on time and in full?
APPROVED,Data Set #41 report - Frank Stimson.csv,14,all good,Data Set #41 report - Frank Stimson.csv-Q14,What is Sears's open balance?
APPROVED,Data Set #41 report - Frank Stimson.csv,15,all good,Data Set #41 report - Frank Stimson.csv-Q15,What is Kmart's open balance?
APPROVED,Data Set #41 report - Frank Stimson.csv,2,all good,Data Set #41 report - Frank Stimson.csv-Q2,What is the open balance for 2015?
APPROVED,Data Set #41 report - Frank Stimson.csv,3,all good,Data Set #41 report - Frank Stimson.csv-Q3,What is the open balance for 2017?
APPROVED,Data Set #41 report - Frank Stimson.csv,4,all good,Data Set #41 report - Frank Stimson.csv-Q4,Which customers have an open balance for 2015?
APPROVED,Data Set #41 report - Frank Stimson.csv,5,all good,Data Set #41 report - Frank Stimson.csv-Q5,Which customers have an open balance for 2016?
APPROVED,Data Set #41 report - Frank Stimson.csv,6,all good,Data Set #41 report - Frank Stimson.csv-Q6,Which customers have an open balance for 2017?
APPROVED,Data Set #41 report - Frank Stimson.csv,7,all good,Data Set #41 report - Frank Stimson.csv-Q7,What is the largest customer open balance for 2017?
APPROVED,Data Set #41 report - Frank Stimson.csv,8,all good,Data Set #41 report - Frank Stimson.csv-Q8,What is the largest customer open balance for 2016?
APPROVED,Data Set #41 report - Frank Stimson.csv,9,all good,Data Set #41 report - Frank Stimson.csv-Q9,What is Wal-Mart's open balance?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,1,all good,Data Set #4-10 report - Frank Stimson.csv-Q1,How many employees are enrolled in the FSA program in 2020?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,10,all good,Data Set #4-10 report - Frank Stimson.csv-Q10,How many employees will not reach the max dollars they can contribute to the FSA in 2020?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,11,all good,Data Set #4-10 report - Frank Stimson.csv-Q11,"Of the employees that don't have an FSA in 2020, what is the percentage of gender id 1?"
APPROVED,Data Set #4-10 report - Frank Stimson.csv,12,all good,Data Set #4-10 report - Frank Stimson.csv-Q12,"Of the employees that don't have an FSA in 2020, what is the percentage of gender id 2?"
APPROVED,Data Set #4-10 report - Frank Stimson.csv,13,all good,Data Set #4-10 report - Frank Stimson.csv-Q13,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 1?"
APPROVED,Data Set #4-10 report - Frank Stimson.csv,14,all good,Data Set #4-10 report - Frank Stimson.csv-Q14,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 2?"
APPROVED,Data Set #4-10 report - Frank Stimson.csv,15,all good,Data Set #4-10 report - Frank Stimson.csv-Q15,"Of the employees that don't have an FSA in 2020, what is the percentage of race identifier 3?"
APPROVED,Data Set #4-10 report - Frank Stimson.csv,2,all good,Data Set #4-10 report - Frank Stimson.csv-Q2,What is the average dollar amount contributed in 2020 to the FSA?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,3,all good,Data Set #4-10 report - Frank Stimson.csv-Q3,Does the employer contribute to the FSA account in 2020 without the employee being enrolled?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,4,all good,Data Set #4-10 report - Frank Stimson.csv-Q4,How many employees have reached the max dollars for 2020 in the FSA account?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,5,all good,Data Set #4-10 report - Frank Stimson.csv-Q5,How many employees will reach the max dollars in the next 1-6 weeks in 2020 for the FSA?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,6,all good,Data Set #4-10 report - Frank Stimson.csv-Q6,How many employees will reach the max dollars in the next 7-12 weeks in 2020 for the FSA?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,7,all good,Data Set #4-10 report - Frank Stimson.csv-Q7,What does the employer contribute to the FSA for 2020 if an employee has worked for over 15 years?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,8,all good,Data Set #4-10 report - Frank Stimson.csv-Q8,What does the employer contribute to the FSA for 2020 if an employee has worked for between 12 -15 years?
APPROVED,Data Set #4-10 report - Frank Stimson.csv,9,all good,Data Set #4-10 report - Frank Stimson.csv-Q9,What does the employer contribute to the FSA for 2020 if an employee has worked for between 10 -11 years?
REJECTED,Data Set #4-11 report - Frank Stimson.csv,1,zz,Data Set #4-11 report - Frank Stimson.csv-Q1,"How many employees are ""Head of Household"" for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,10,zz,Data Set #4-11 report - Frank Stimson.csv-Q10,"What is the total taxes withheld % for married filing jointly with income over $150,000 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,11,zz,Data Set #4-11 report - Frank Stimson.csv-Q11,"What is the total taxes withheld % for married filing separately with income under $80,000 for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,12,zz,Data Set #4-11 report - Frank Stimson.csv-Q12,"What is the total taxes withheld % for married filing separately with income between $80,000 - $149,000 for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,13,zz,Data Set #4-11 report - Frank Stimson.csv-Q13,"What is the total taxes withheld % for married filing separately with income over $150,000 for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,14,zz,Data Set #4-11 report - Frank Stimson.csv-Q14,"What is the total taxes withheld % for singles with income under $80,000 for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,15,zz,Data Set #4-11 report - Frank Stimson.csv-Q15,"What is the total taxes withheld % for singles with income between $80,000 - $14,900 for 2020?"
REJECTED,Data Set #4-11 report - Frank Stimson.csv,2,zz,Data Set #4-11 report - Frank Stimson.csv-Q2,How many employees are there for each type from the W-4 form for 2020?
REJECTED,Data Set #4-11 report - Frank Stimson.csv,3,zz,Data Set #4-11 report - Frank Stimson.csv-Q3,Which employee will have the highest tax % withheld rate for 2020?
REJECTED,Data Set #4-11 report - Frank Stimson.csv,4,zz,Data Set #4-11 report - Frank Stimson.csv-Q4,Which employee will have the lowest tax % withheld rate for 2020?
REJECTED,Data Set #4-11 report - Frank Stimson.csv,5,zz,Data Set #4-11 report - Frank Stimson.csv-Q5,"What is the total taxes withheld % for head of household with income under $60,000 for 2020?"
